Sentence,Target_Action,Noun,Color,Relative_Action,Relative_Object,Relative_Object_Color
hold the green pyramid near the green cube,hold,pyramid,green,near,cube,green
hold the green pyramid right the red cube,hold,pyramid,green,right,cube,red
hold the green pyramid right the blue cube,hold,pyramid,green,right,cube,blue
hold the green pyramid right the green cube,hold,pyramid,green,right,cube,green
hold the green pyramid left the red cube,hold,pyramid,green,left,cube,red
hold the green pyramid left the blue cube,hold,pyramid,green,left,cube,blue
hold the green pyramid left the green cube,hold,pyramid,green,left,cube,green
hold the green pyramid above the red pyramid,hold,pyramid,green,above,pyramid,red
hold the green pyramid above the blue pyramid,hold,pyramid,green,above,pyramid,blue
hold the green pyramid above the green pyramid,hold,pyramid,green,above,pyramid,green
hold the green pyramid below the red pyramid,hold,pyramid,green,below,pyramid,red
hold the green pyramid below the blue pyramid,hold,pyramid,green,below,pyramid,blue
hold the green pyramid below the green pyramid,hold,pyramid,green,below,pyramid,green
hold the green pyramid near the red pyramid,hold,pyramid,green,near,pyramid,red
hold the green pyramid near the blue pyramid,hold,pyramid,green,near,pyramid,blue
hold the green pyramid near the green pyramid,hold,pyramid,green,near,pyramid,green
hold the green pyramid right the red pyramid,hold,pyramid,green,right,pyramid,red
hold the green pyramid right the blue pyramid,hold,pyramid,green,right,pyramid,blue
hold the green pyramid right the green pyramid,hold,pyramid,green,right,pyramid,green
hold the green pyramid left the red pyramid,hold,pyramid,green,left,pyramid,red
hold the green pyramid left the blue pyramid,hold,pyramid,green,left,pyramid,blue
hold the green pyramid left the green pyramid,hold,pyramid,green,left,pyramid,green
hold the green pyramid above the red sphere,hold,pyramid,green,above,sphere,red
hold the green pyramid above the blue sphere,hold,pyramid,green,above,sphere,blue
hold the green pyramid above the green sphere,hold,pyramid,green,above,sphere,green
hold the green pyramid below the red sphere,hold,pyramid,green,below,sphere,red
hold the green pyramid below the blue sphere,hold,pyramid,green,below,sphere,blue
hold the green pyramid below the green sphere,hold,pyramid,green,below,sphere,green
hold the green pyramid near the red sphere,hold,pyramid,green,near,sphere,red
hold the green pyramid near the blue sphere,hold,pyramid,green,near,sphere,blue
hold the green pyramid near the green sphere,hold,pyramid,green,near,sphere,green
hold the green pyramid right the red sphere,hold,pyramid,green,right,sphere,red
hold the green pyramid right the blue sphere,hold,pyramid,green,right,sphere,blue
hold the green pyramid right the green sphere,hold,pyramid,green,right,sphere,green
hold the green pyramid left the red sphere,hold,pyramid,green,left,sphere,red
hold the green pyramid left the blue sphere,hold,pyramid,green,left,sphere,blue
hold the green pyramid left the green sphere,hold,pyramid,green,left,sphere,green
add the red sphere above the red cube,add,sphere,red,above,cube,red
add the red sphere above the blue cube,add,sphere,red,above,cube,blue
add the red sphere above the green cube,add,sphere,red,above,cube,green
add the red sphere below the red cube,add,sphere,red,below,cube,red
add the red sphere below the blue cube,add,sphere,red,below,cube,blue
add the red sphere below the green cube,add,sphere,red,below,cube,green
add the red sphere near the red cube,add,sphere,red,near,cube,red
add the red sphere near the blue cube,add,sphere,red,near,cube,blue
add the red sphere near the green cube,add,sphere,red,near,cube,green
add the red sphere right the red cube,add,sphere,red,right,cube,red
add the red sphere right the blue cube,add,sphere,red,right,cube,blue
add the red sphere right the green cube,add,sphere,red,right,cube,green
add the red sphere left the red cube,add,sphere,red,left,cube,red
add the red sphere left the blue cube,add,sphere,red,left,cube,blue
add the red sphere left the green cube,add,sphere,red,left,cube,green
add the red sphere above the red pyramid,add,sphere,red,above,pyramid,red
add the red sphere above the blue pyramid,add,sphere,red,above,pyramid,blue
add the red sphere above the green pyramid,add,sphere,red,above,pyramid,green
add the red sphere below the red pyramid,add,sphere,red,below,pyramid,red
add the red sphere below the blue pyramid,add,sphere,red,below,pyramid,blue
add the red sphere below the green pyramid,add,sphere,red,below,pyramid,green
add the red sphere near the red pyramid,add,sphere,red,near,pyramid,red
add the red sphere near the blue pyramid,add,sphere,red,near,pyramid,blue
add the red sphere near the green pyramid,add,sphere,red,near,pyramid,green
add the red sphere right the red pyramid,add,sphere,red,right,pyramid,red
add the red sphere right the blue pyramid,add,sphere,red,right,pyramid,blue
add the red sphere right the green pyramid,add,sphere,red,right,pyramid,green
add the red sphere left the red pyramid,add,sphere,red,left,pyramid,red
add the red sphere left the blue pyramid,add,sphere,red,left,pyramid,blue
add the red sphere left the green pyramid,add,sphere,red,left,pyramid,green
add the red sphere above the red sphere,add,sphere,red,above,sphere,red
add the red sphere above the blue sphere,add,sphere,red,above,sphere,blue
add the red sphere above the green sphere,add,sphere,red,above,sphere,green
add the red sphere below the red sphere,add,sphere,red,below,sphere,red
add the red sphere below the blue sphere,add,sphere,red,below,sphere,blue
add the red sphere below the green sphere,add,sphere,red,below,sphere,green
add the red sphere near the red sphere,add,sphere,red,near,sphere,red
add the red sphere near the blue sphere,add,sphere,red,near,sphere,blue
add the red sphere near the green sphere,add,sphere,red,near,sphere,green
add the red sphere right the red sphere,add,sphere,red,right,sphere,red
add the red sphere right the blue sphere,add,sphere,red,right,sphere,blue
add the red sphere right the green sphere,add,sphere,red,right,sphere,green
add the red sphere left the red sphere,add,sphere,red,left,sphere,red
add the red sphere left the blue sphere,add,sphere,red,left,sphere,blue
add the red sphere left the green sphere,add,sphere,red,left,sphere,green
find the red sphere above the red cube,find,sphere,red,above,cube,red
find the red sphere above the blue cube,find,sphere,red,above,cube,blue
find the red sphere above the green cube,find,sphere,red,above,cube,green
find the red sphere below the red cube,find,sphere,red,below,cube,red
find the red sphere below the blue cube,find,sphere,red,below,cube,blue
find the red sphere below the green cube,find,sphere,red,below,cube,green
find the red sphere near the red cube,find,sphere,red,near,cube,red
find the red sphere near the blue cube,find,sphere,red,near,cube,blue
find the red sphere near the green cube,find,sphere,red,near,cube,green
find the red sphere right the red cube,find,sphere,red,right,cube,red
find the red sphere right the blue cube,find,sphere,red,right,cube,blue
find the red sphere right the green cube,find,sphere,red,right,cube,green
find the red sphere left the red cube,find,sphere,red,left,cube,red
find the red sphere left the blue cube,find,sphere,red,left,cube,blue
find the red sphere left the green cube,find,sphere,red,left,cube,green
find the red sphere above the red pyramid,find,sphere,red,above,pyramid,red
find the red sphere above the blue pyramid,find,sphere,red,above,pyramid,blue
find the red sphere above the green pyramid,find,sphere,red,above,pyramid,green
find the red sphere below the red pyramid,find,sphere,red,below,pyramid,red
find the red sphere below the blue pyramid,find,sphere,red,below,pyramid,blue
find the red sphere below the green pyramid,find,sphere,red,below,pyramid,green
find the red sphere near the red pyramid,find,sphere,red,near,pyramid,red
find the red sphere near the blue pyramid,find,sphere,red,near,pyramid,blue
find the red sphere near the green pyramid,find,sphere,red,near,pyramid,green
find the red sphere right the red pyramid,find,sphere,red,right,pyramid,red
find the red sphere right the blue pyramid,find,sphere,red,right,pyramid,blue
find the red sphere right the green pyramid,find,sphere,red,right,pyramid,green
find the red sphere left the red pyramid,find,sphere,red,left,pyramid,red
find the red sphere left the blue pyramid,find,sphere,red,left,pyramid,blue
find the red sphere left the green pyramid,find,sphere,red,left,pyramid,green
find the red sphere above the red sphere,find,sphere,red,above,sphere,red
find the red sphere above the blue sphere,find,sphere,red,above,sphere,blue
find the red sphere above the green sphere,find,sphere,red,above,sphere,green
find the red sphere below the red sphere,find,sphere,red,below,sphere,red
find the red sphere below the blue sphere,find,sphere,red,below,sphere,blue
find the red sphere below the green sphere,find,sphere,red,below,sphere,green
find the red sphere near the red sphere,find,sphere,red,near,sphere,red
find the red sphere near the blue sphere,find,sphere,red,near,sphere,blue
find the red sphere near the green sphere,find,sphere,red,near,sphere,green
find the red sphere right the red sphere,find,sphere,red,right,sphere,red
find the red sphere right the blue sphere,find,sphere,red,right,sphere,blue
find the red sphere right the green sphere,find,sphere,red,right,sphere,green
find the red sphere left the red sphere,find,sphere,red,left,sphere,red
find the red sphere left the blue sphere,find,sphere,red,left,sphere,blue
find the red sphere left the green sphere,find,sphere,red,left,sphere,green
delete the red sphere above the red cube,delete,sphere,red,above,cube,red
delete the red sphere above the blue cube,delete,sphere,red,above,cube,blue
delete the red sphere above the green cube,delete,sphere,red,above,cube,green
delete the red sphere below the red cube,delete,sphere,red,below,cube,red
delete the red sphere below the blue cube,delete,sphere,red,below,cube,blue
delete the red sphere below the green cube,delete,sphere,red,below,cube,green
delete the red sphere near the red cube,delete,sphere,red,near,cube,red
delete the red sphere near the blue cube,delete,sphere,red,near,cube,blue
delete the red sphere near the green cube,delete,sphere,red,near,cube,green
delete the red sphere right the red cube,delete,sphere,red,right,cube,red
delete the red sphere right the blue cube,delete,sphere,red,right,cube,blue
delete the red sphere right the green cube,delete,sphere,red,right,cube,green
delete the red sphere left the red cube,delete,sphere,red,left,cube,red
delete the red sphere left the blue cube,delete,sphere,red,left,cube,blue
delete the red sphere left the green cube,delete,sphere,red,left,cube,green
delete the red sphere above the red pyramid,delete,sphere,red,above,pyramid,red
delete the red sphere above the blue pyramid,delete,sphere,red,above,pyramid,blue
delete the red sphere above the green pyramid,delete,sphere,red,above,pyramid,green
delete the red sphere below the red pyramid,delete,sphere,red,below,pyramid,red
delete the red sphere below the blue pyramid,delete,sphere,red,below,pyramid,blue
delete the red sphere below the green pyramid,delete,sphere,red,below,pyramid,green
delete the red sphere near the red pyramid,delete,sphere,red,near,pyramid,red
delete the red sphere near the blue pyramid,delete,sphere,red,near,pyramid,blue
delete the red sphere near the green pyramid,delete,sphere,red,near,pyramid,green
delete the red sphere right the red pyramid,delete,sphere,red,right,pyramid,red
delete the red sphere right the blue pyramid,delete,sphere,red,right,pyramid,blue
delete the red sphere right the green pyramid,delete,sphere,red,right,pyramid,green
delete the red sphere left the red pyramid,delete,sphere,red,left,pyramid,red
delete the red sphere left the blue pyramid,delete,sphere,red,left,pyramid,blue
delete the red sphere left the green pyramid,delete,sphere,red,left,pyramid,green
delete the red sphere above the red sphere,delete,sphere,red,above,sphere,red
delete the red sphere above the blue sphere,delete,sphere,red,above,sphere,blue
delete the red sphere above the green sphere,delete,sphere,red,above,sphere,green
delete the red sphere below the red sphere,delete,sphere,red,below,sphere,red
delete the red sphere below the blue sphere,delete,sphere,red,below,sphere,blue
delete the red sphere below the green sphere,delete,sphere,red,below,sphere,green
delete the red sphere near the red sphere,delete,sphere,red,near,sphere,red
delete the red sphere near the blue sphere,delete,sphere,red,near,sphere,blue
delete the red sphere near the green sphere,delete,sphere,red,near,sphere,green
delete the red sphere right the red sphere,delete,sphere,red,right,sphere,red
delete the red sphere right the blue sphere,delete,sphere,red,right,sphere,blue
delete the red sphere right the green sphere,delete,sphere,red,right,sphere,green
delete the red sphere left the red sphere,delete,sphere,red,left,sphere,red
delete the red sphere left the blue sphere,delete,sphere,red,left,sphere,blue
delete the red sphere left the green sphere,delete,sphere,red,left,sphere,green
move the red sphere above the red cube,move,sphere,red,above,cube,red
move the red sphere above the blue cube,move,sphere,red,above,cube,blue
move the red sphere above the green cube,move,sphere,red,above,cube,green
move the red sphere below the red cube,move,sphere,red,below,cube,red
move the red sphere below the blue cube,move,sphere,red,below,cube,blue
move the red sphere below the green cube,move,sphere,red,below,cube,green
move the red sphere near the red cube,move,sphere,red,near,cube,red
move the red sphere near the blue cube,move,sphere,red,near,cube,blue
move the red sphere near the green cube,move,sphere,red,near,cube,green
move the red sphere right the red cube,move,sphere,red,right,cube,red
move the red sphere right the blue cube,move,sphere,red,right,cube,blue
move the red sphere right the green cube,move,sphere,red,right,cube,green
move the red sphere left the red cube,move,sphere,red,left,cube,red
move the red sphere left the blue cube,move,sphere,red,left,cube,blue
move the red sphere left the green cube,move,sphere,red,left,cube,green
move the red sphere above the red pyramid,move,sphere,red,above,pyramid,red
move the red sphere above the blue pyramid,move,sphere,red,above,pyramid,blue
move the red sphere above the green pyramid,move,sphere,red,above,pyramid,green
move the red sphere below the red pyramid,move,sphere,red,below,pyramid,red
move the red sphere below the blue pyramid,move,sphere,red,below,pyramid,blue
move the red sphere below the green pyramid,move,sphere,red,below,pyramid,green
move the red sphere near the red pyramid,move,sphere,red,near,pyramid,red
move the red sphere near the blue pyramid,move,sphere,red,near,pyramid,blue
move the red sphere near the green pyramid,move,sphere,red,near,pyramid,green
move the red sphere right the red pyramid,move,sphere,red,right,pyramid,red
move the red sphere right the blue pyramid,move,sphere,red,right,pyramid,blue
move the red sphere right the green pyramid,move,sphere,red,right,pyramid,green
move the red sphere left the red pyramid,move,sphere,red,left,pyramid,red
move the red sphere left the blue pyramid,move,sphere,red,left,pyramid,blue
move the red sphere left the green pyramid,move,sphere,red,left,pyramid,green
move the red sphere above the red sphere,move,sphere,red,above,sphere,red
move the red sphere above the blue sphere,move,sphere,red,above,sphere,blue
move the red sphere above the green sphere,move,sphere,red,above,sphere,green
move the red sphere below the red sphere,move,sphere,red,below,sphere,red
move the red sphere below the blue sphere,move,sphere,red,below,sphere,blue
move the red sphere below the green sphere,move,sphere,red,below,sphere,green
move the red sphere near the red sphere,move,sphere,red,near,sphere,red
move the red sphere near the blue sphere,move,sphere,red,near,sphere,blue
move the red sphere near the green sphere,move,sphere,red,near,sphere,green
move the red sphere right the red sphere,move,sphere,red,right,sphere,red
move the red sphere right the blue sphere,move,sphere,red,right,sphere,blue
move the red sphere right the green sphere,move,sphere,red,right,sphere,green
move the red sphere left the red sphere,move,sphere,red,left,sphere,red
move the red sphere left the blue sphere,move,sphere,red,left,sphere,blue
move the red sphere left the green sphere,move,sphere,red,left,sphere,green
hold the red sphere above the red cube,hold,sphere,red,above,cube,red
hold the red sphere above the blue cube,hold,sphere,red,above,cube,blue
hold the red sphere above the green cube,hold,sphere,red,above,cube,green
hold the red sphere below the red cube,hold,sphere,red,below,cube,red
hold the red sphere below the blue cube,hold,sphere,red,below,cube,blue
hold the red sphere below the green cube,hold,sphere,red,below,cube,green
hold the red sphere near the red cube,hold,sphere,red,near,cube,red
hold the red sphere near the blue cube,hold,sphere,red,near,cube,blue
hold the red sphere near the green cube,hold,sphere,red,near,cube,green
hold the red sphere right the red cube,hold,sphere,red,right,cube,red
hold the red sphere right the blue cube,hold,sphere,red,right,cube,blue
hold the red sphere right the green cube,hold,sphere,red,right,cube,green
hold the red sphere left the red cube,hold,sphere,red,left,cube,red
hold the red sphere left the blue cube,hold,sphere,red,left,cube,blue
hold the red sphere left the green cube,hold,sphere,red,left,cube,green
hold the red sphere above the red pyramid,hold,sphere,red,above,pyramid,red
hold the red sphere above the blue pyramid,hold,sphere,red,above,pyramid,blue
hold the red sphere above the green pyramid,hold,sphere,red,above,pyramid,green
hold the red sphere below the red pyramid,hold,sphere,red,below,pyramid,red
hold the red sphere below the blue pyramid,hold,sphere,red,below,pyramid,blue
hold the red sphere below the green pyramid,hold,sphere,red,below,pyramid,green
hold the red sphere near the red pyramid,hold,sphere,red,near,pyramid,red
hold the red sphere near the blue pyramid,hold,sphere,red,near,pyramid,blue
hold the red sphere near the green pyramid,hold,sphere,red,near,pyramid,green
hold the red sphere right the red pyramid,hold,sphere,red,right,pyramid,red
hold the red sphere right the blue pyramid,hold,sphere,red,right,pyramid,blue
hold the red sphere right the green pyramid,hold,sphere,red,right,pyramid,green
hold the red sphere left the red pyramid,hold,sphere,red,left,pyramid,red
hold the red sphere left the blue pyramid,hold,sphere,red,left,pyramid,blue
hold the red sphere left the green pyramid,hold,sphere,red,left,pyramid,green
hold the red sphere above the red sphere,hold,sphere,red,above,sphere,red
hold the red sphere above the blue sphere,hold,sphere,red,above,sphere,blue
hold the red sphere above the green sphere,hold,sphere,red,above,sphere,green
hold the red sphere below the red sphere,hold,sphere,red,below,sphere,red
hold the red sphere below the blue sphere,hold,sphere,red,below,sphere,blue
hold the red sphere below the green sphere,hold,sphere,red,below,sphere,green
hold the red sphere near the red sphere,hold,sphere,red,near,sphere,red
hold the red sphere near the blue sphere,hold,sphere,red,near,sphere,blue
hold the red sphere near the green sphere,hold,sphere,red,near,sphere,green
hold the red sphere right the red sphere,hold,sphere,red,right,sphere,red
hold the red sphere right the blue sphere,hold,sphere,red,right,sphere,blue
hold the red sphere right the green sphere,hold,sphere,red,right,sphere,green
hold the red sphere left the red sphere,hold,sphere,red,left,sphere,red
hold the red sphere left the blue sphere,hold,sphere,red,left,sphere,blue
hold the red sphere left the green sphere,hold,sphere,red,left,sphere,green
add the blue sphere above the red cube,add,sphere,blue,above,cube,red
add the blue sphere above the blue cube,add,sphere,blue,above,cube,blue
add the blue sphere above the green cube,add,sphere,blue,above,cube,green
add the blue sphere below the red cube,add,sphere,blue,below,cube,red
add the blue sphere below the blue cube,add,sphere,blue,below,cube,blue
add the blue sphere below the green cube,add,sphere,blue,below,cube,green
add the blue sphere near the red cube,add,sphere,blue,near,cube,red
add the blue sphere near the blue cube,add,sphere,blue,near,cube,blue
add the blue sphere near the green cube,add,sphere,blue,near,cube,green
add the blue sphere right the red cube,add,sphere,blue,right,cube,red
add the blue sphere right the blue cube,add,sphere,blue,right,cube,blue
add the blue sphere right the green cube,add,sphere,blue,right,cube,green
add the blue sphere left the red cube,add,sphere,blue,left,cube,red
add the blue sphere left the blue cube,add,sphere,blue,left,cube,blue
add the blue sphere left the green cube,add,sphere,blue,left,cube,green
add the blue sphere above the red pyramid,add,sphere,blue,above,pyramid,red
add the blue sphere above the blue pyramid,add,sphere,blue,above,pyramid,blue
add the blue sphere above the green pyramid,add,sphere,blue,above,pyramid,green
add the blue sphere below the red pyramid,add,sphere,blue,below,pyramid,red
add the blue sphere below the blue pyramid,add,sphere,blue,below,pyramid,blue
add the blue sphere below the green pyramid,add,sphere,blue,below,pyramid,green
add the blue sphere near the red pyramid,add,sphere,blue,near,pyramid,red
add the blue sphere near the blue pyramid,add,sphere,blue,near,pyramid,blue
add the blue sphere near the green pyramid,add,sphere,blue,near,pyramid,green
add the blue sphere right the red pyramid,add,sphere,blue,right,pyramid,red
add the blue sphere right the blue pyramid,add,sphere,blue,right,pyramid,blue
add the blue sphere right the green pyramid,add,sphere,blue,right,pyramid,green
add the blue sphere left the red pyramid,add,sphere,blue,left,pyramid,red
add the blue sphere left the blue pyramid,add,sphere,blue,left,pyramid,blue
add the blue sphere left the green pyramid,add,sphere,blue,left,pyramid,green
add the blue sphere above the red sphere,add,sphere,blue,above,sphere,red
add the blue sphere above the blue sphere,add,sphere,blue,above,sphere,blue
add the blue sphere above the green sphere,add,sphere,blue,above,sphere,green
add the blue sphere below the red sphere,add,sphere,blue,below,sphere,red
add the blue sphere below the blue sphere,add,sphere,blue,below,sphere,blue
add the blue sphere below the green sphere,add,sphere,blue,below,sphere,green
add the blue sphere near the red sphere,add,sphere,blue,near,sphere,red
add the blue sphere near the blue sphere,add,sphere,blue,near,sphere,blue
add the blue sphere near the green sphere,add,sphere,blue,near,sphere,green
add the blue sphere right the red sphere,add,sphere,blue,right,sphere,red
add the blue sphere right the blue sphere,add,sphere,blue,right,sphere,blue
add the blue sphere right the green sphere,add,sphere,blue,right,sphere,green
add the blue sphere left the red sphere,add,sphere,blue,left,sphere,red
add the blue sphere left the blue sphere,add,sphere,blue,left,sphere,blue
add the blue sphere left the green sphere,add,sphere,blue,left,sphere,green
find the blue sphere above the red cube,find,sphere,blue,above,cube,red
find the blue sphere above the blue cube,find,sphere,blue,above,cube,blue
find the blue sphere above the green cube,find,sphere,blue,above,cube,green
find the blue sphere below the red cube,find,sphere,blue,below,cube,red
find the blue sphere below the blue cube,find,sphere,blue,below,cube,blue
find the blue sphere below the green cube,find,sphere,blue,below,cube,green
find the blue sphere near the red cube,find,sphere,blue,near,cube,red
find the blue sphere near the blue cube,find,sphere,blue,near,cube,blue
find the blue sphere near the green cube,find,sphere,blue,near,cube,green
find the blue sphere right the red cube,find,sphere,blue,right,cube,red
find the blue sphere right the blue cube,find,sphere,blue,right,cube,blue
find the blue sphere right the green cube,find,sphere,blue,right,cube,green
find the blue sphere left the red cube,find,sphere,blue,left,cube,red
find the blue sphere left the blue cube,find,sphere,blue,left,cube,blue
find the blue sphere left the green cube,find,sphere,blue,left,cube,green
find the blue sphere above the red pyramid,find,sphere,blue,above,pyramid,red
find the blue sphere above the blue pyramid,find,sphere,blue,above,pyramid,blue
find the blue sphere above the green pyramid,find,sphere,blue,above,pyramid,green
find the blue sphere below the red pyramid,find,sphere,blue,below,pyramid,red
find the blue sphere below the blue pyramid,find,sphere,blue,below,pyramid,blue
find the blue sphere below the green pyramid,find,sphere,blue,below,pyramid,green
find the blue sphere near the red pyramid,find,sphere,blue,near,pyramid,red
find the blue sphere near the blue pyramid,find,sphere,blue,near,pyramid,blue
find the blue sphere near the green pyramid,find,sphere,blue,near,pyramid,green
find the blue sphere right the red pyramid,find,sphere,blue,right,pyramid,red
find the blue sphere right the blue pyramid,find,sphere,blue,right,pyramid,blue
find the blue sphere right the green pyramid,find,sphere,blue,right,pyramid,green
find the blue sphere left the red pyramid,find,sphere,blue,left,pyramid,red
find the blue sphere left the blue pyramid,find,sphere,blue,left,pyramid,blue
find the blue sphere left the green pyramid,find,sphere,blue,left,pyramid,green
find the blue sphere above the red sphere,find,sphere,blue,above,sphere,red
find the blue sphere above the blue sphere,find,sphere,blue,above,sphere,blue
find the blue sphere above the green sphere,find,sphere,blue,above,sphere,green
find the blue sphere below the red sphere,find,sphere,blue,below,sphere,red
find the blue sphere below the blue sphere,find,sphere,blue,below,sphere,blue
find the blue sphere below the green sphere,find,sphere,blue,below,sphere,green
find the blue sphere near the red sphere,find,sphere,blue,near,sphere,red
find the blue sphere near the blue sphere,find,sphere,blue,near,sphere,blue
find the blue sphere near the green sphere,find,sphere,blue,near,sphere,green
find the blue sphere right the red sphere,find,sphere,blue,right,sphere,red
find the blue sphere right the blue sphere,find,sphere,blue,right,sphere,blue
find the blue sphere right the green sphere,find,sphere,blue,right,sphere,green
find the blue sphere left the red sphere,find,sphere,blue,left,sphere,red
find the blue sphere left the blue sphere,find,sphere,blue,left,sphere,blue
find the blue sphere left the green sphere,find,sphere,blue,left,sphere,green
delete the blue sphere above the red cube,delete,sphere,blue,above,cube,red
delete the blue sphere above the blue cube,delete,sphere,blue,above,cube,blue
delete the blue sphere above the green cube,delete,sphere,blue,above,cube,green
delete the blue sphere below the red cube,delete,sphere,blue,below,cube,red
delete the blue sphere below the blue cube,delete,sphere,blue,below,cube,blue
delete the blue sphere below the green cube,delete,sphere,blue,below,cube,green
delete the blue sphere near the red cube,delete,sphere,blue,near,cube,red
delete the blue sphere near the blue cube,delete,sphere,blue,near,cube,blue
delete the blue sphere near the green cube,delete,sphere,blue,near,cube,green
delete the blue sphere right the red cube,delete,sphere,blue,right,cube,red
delete the blue sphere right the blue cube,delete,sphere,blue,right,cube,blue
delete the blue sphere right the green cube,delete,sphere,blue,right,cube,green
delete the blue sphere left the red cube,delete,sphere,blue,left,cube,red
delete the blue sphere left the blue cube,delete,sphere,blue,left,cube,blue
delete the blue sphere left the green cube,delete,sphere,blue,left,cube,green
delete the blue sphere above the red pyramid,delete,sphere,blue,above,pyramid,red
delete the blue sphere above the blue pyramid,delete,sphere,blue,above,pyramid,blue
delete the blue sphere above the green pyramid,delete,sphere,blue,above,pyramid,green
delete the blue sphere below the red pyramid,delete,sphere,blue,below,pyramid,red
delete the blue sphere below the blue pyramid,delete,sphere,blue,below,pyramid,blue
delete the blue sphere below the green pyramid,delete,sphere,blue,below,pyramid,green
delete the blue sphere near the red pyramid,delete,sphere,blue,near,pyramid,red
delete the blue sphere near the blue pyramid,delete,sphere,blue,near,pyramid,blue
delete the blue sphere near the green pyramid,delete,sphere,blue,near,pyramid,green
delete the blue sphere right the red pyramid,delete,sphere,blue,right,pyramid,red
delete the blue sphere right the blue pyramid,delete,sphere,blue,right,pyramid,blue
delete the blue sphere right the green pyramid,delete,sphere,blue,right,pyramid,green
delete the blue sphere left the red pyramid,delete,sphere,blue,left,pyramid,red
delete the blue sphere left the blue pyramid,delete,sphere,blue,left,pyramid,blue
delete the blue sphere left the green pyramid,delete,sphere,blue,left,pyramid,green
delete the blue sphere above the red sphere,delete,sphere,blue,above,sphere,red
delete the blue sphere above the blue sphere,delete,sphere,blue,above,sphere,blue
delete the blue sphere above the green sphere,delete,sphere,blue,above,sphere,green
delete the blue sphere below the red sphere,delete,sphere,blue,below,sphere,red
delete the blue sphere below the blue sphere,delete,sphere,blue,below,sphere,blue
delete the blue sphere below the green sphere,delete,sphere,blue,below,sphere,green
delete the blue sphere near the red sphere,delete,sphere,blue,near,sphere,red
delete the blue sphere near the blue sphere,delete,sphere,blue,near,sphere,blue
delete the blue sphere near the green sphere,delete,sphere,blue,near,sphere,green
delete the blue sphere right the red sphere,delete,sphere,blue,right,sphere,red
delete the blue sphere right the blue sphere,delete,sphere,blue,right,sphere,blue
delete the blue sphere right the green sphere,delete,sphere,blue,right,sphere,green
delete the blue sphere left the red sphere,delete,sphere,blue,left,sphere,red
delete the blue sphere left the blue sphere,delete,sphere,blue,left,sphere,blue
delete the blue sphere left the green sphere,delete,sphere,blue,left,sphere,green
move the blue sphere above the red cube,move,sphere,blue,above,cube,red
move the blue sphere above the blue cube,move,sphere,blue,above,cube,blue
move the blue sphere above the green cube,move,sphere,blue,above,cube,green
move the blue sphere below the red cube,move,sphere,blue,below,cube,red
move the blue sphere below the blue cube,move,sphere,blue,below,cube,blue
move the blue sphere below the green cube,move,sphere,blue,below,cube,green
move the blue sphere near the red cube,move,sphere,blue,near,cube,red
move the blue sphere near the blue cube,move,sphere,blue,near,cube,blue
move the blue sphere near the green cube,move,sphere,blue,near,cube,green
move the blue sphere right the red cube,move,sphere,blue,right,cube,red
move the blue sphere right the blue cube,move,sphere,blue,right,cube,blue
move the blue sphere right the green cube,move,sphere,blue,right,cube,green
move the blue sphere left the red cube,move,sphere,blue,left,cube,red
move the blue sphere left the blue cube,move,sphere,blue,left,cube,blue
move the blue sphere left the green cube,move,sphere,blue,left,cube,green
move the blue sphere above the red pyramid,move,sphere,blue,above,pyramid,red
move the blue sphere above the blue pyramid,move,sphere,blue,above,pyramid,blue
move the blue sphere above the green pyramid,move,sphere,blue,above,pyramid,green
move the blue sphere below the red pyramid,move,sphere,blue,below,pyramid,red
move the blue sphere below the blue pyramid,move,sphere,blue,below,pyramid,blue
move the blue sphere below the green pyramid,move,sphere,blue,below,pyramid,green
move the blue sphere near the red pyramid,move,sphere,blue,near,pyramid,red
move the blue sphere near the blue pyramid,move,sphere,blue,near,pyramid,blue
move the blue sphere near the green pyramid,move,sphere,blue,near,pyramid,green
move the blue sphere right the red pyramid,move,sphere,blue,right,pyramid,red
move the blue sphere right the blue pyramid,move,sphere,blue,right,pyramid,blue
move the blue sphere right the green pyramid,move,sphere,blue,right,pyramid,green
move the blue sphere left the red pyramid,move,sphere,blue,left,pyramid,red
move the blue sphere left the blue pyramid,move,sphere,blue,left,pyramid,blue
move the blue sphere left the green pyramid,move,sphere,blue,left,pyramid,green
move the blue sphere above the red sphere,move,sphere,blue,above,sphere,red
move the blue sphere above the blue sphere,move,sphere,blue,above,sphere,blue
move the blue sphere above the green sphere,move,sphere,blue,above,sphere,green
move the blue sphere below the red sphere,move,sphere,blue,below,sphere,red
move the blue sphere below the blue sphere,move,sphere,blue,below,sphere,blue
move the blue sphere below the green sphere,move,sphere,blue,below,sphere,green
move the blue sphere near the red sphere,move,sphere,blue,near,sphere,red
move the blue sphere near the blue sphere,move,sphere,blue,near,sphere,blue
move the blue sphere near the green sphere,move,sphere,blue,near,sphere,green
move the blue sphere right the red sphere,move,sphere,blue,right,sphere,red
move the blue sphere right the blue sphere,move,sphere,blue,right,sphere,blue
move the blue sphere right the green sphere,move,sphere,blue,right,sphere,green
move the blue sphere left the red sphere,move,sphere,blue,left,sphere,red
move the blue sphere left the blue sphere,move,sphere,blue,left,sphere,blue
move the blue sphere left the green sphere,move,sphere,blue,left,sphere,green
hold the blue sphere above the red cube,hold,sphere,blue,above,cube,red
